iter	Passed	Remaining
407	5936	1338
408	5951	1324
409	5967	1309
410	5983	1295
411	5998	1281
412	6013	1266
413	6027	1252
414	6042	1237
415	6056	1223
416	6071	1208
417	6085	1193
418	6098	1179
419	6112	1164
420	6128	1149
421	6143	1135
422	6157	1120
423	6173	1106
424	6188	1092
425	6202	1077
426	6218	1063
427	6231	1048
428	6245	1033
429	6261	1019
430	6276	1004
431	6291	990
432	6309	976
433	6324	961
434	6338	947
435	6353	932
436	6367	917
437	6383	903
438	6398	889
439	6415	874
440	6430	860
441	6444	845
442	6465	831
443	6479	817
444	6495	802
445	6511	788
446	6526	773
447	6542	759
448	6557	744
449	6572	730
450	6586	715
451	6600	700
452	6615	686
453	6632	671
454	6648	657
455	6662	642
456	6677	628
457	6690	613
458	6705	598
459	6719	584
460	6734	569
461	6748	555
462	6763	540
463	6776	525
464	6787	510
465	6799	496
466	6813	481
467	6831	467
468	6844	452
469	6857	437
470	6872	423
471	6885	408
472	6899	393
473	6912	379
474	6928	364
475	6941	350
476	6957	335
477	6972	320
478	6987	306
479	7000	291
480	7015	277
481	7029	262
482	7043	247
483	7057	233
484	7073	218
485	7088	204
486	7101	189
487	7116	174
488	7134	160
489	7150	145
490	7165	131
491	7180	116
492	7194	102
493	7210	87
494	7224	72
495	7237	58
496	7253	43
497	7269	29
498	7283	14
499	7301	0
