iter	Logloss
113	0.1161211448
114	0.1160649717
115	0.1160582231
116	0.1160298666
117	0.1159777485
118	0.1159342353
119	0.1159238155
120	0.1158830883
121	0.1158544906
122	0.1157278313
123	0.1156851464
124	0.115670595
125	0.1156397568
126	0.1156316582
127	0.1156126344
128	0.1156012224
129	0.1155874451
130	0.1155654902
131	0.1155484946
132	0.1155381377
133	0.1155311069
134	0.1155197059
135	0.1155093903
136	0.1155048339
137	0.1153832856
138	0.1153645403
139	0.1153622214
140	0.1153559541
141	0.1153406272
142	0.1153120497
143	0.1152970609
144	0.1152901138
145	0.1152806775
146	0.1152713893
147	0.115264509
148	0.1152532122
149	0.1152236593
150	0.1152167441
151	0.1151972428
152	0.1151719898
153	0.1151578642
154	0.115150605
155	0.1151229754
156	0.1150923074
157	0.1150722237
158	0.1150659945
159	0.1150454904
160	0.1150210335
161	0.1149972783
162	0.1149377137
163	0.1149260087
164	0.1148556297
165	0.1148361841
166	0.1148320302
167	0.114813256
168	0.1148113508
169	0.1148050317
170	0.1147484987
171	0.1147259429
172	0.1147241124
173	0.1146833008
174	0.1145888979
175	0.1145668222
176	0.114563854
177	0.1145438001
178	0.1145342637
179	0.1145263416
180	0.1144640945
181	0.1144380362
182	0.1144155701
183	0.1144040524
184	0.1143876562
185	0.1143795994
186	0.1142799112
187	0.1142136751
188	0.1142079959
189	0.1141918307
190	0.1141545006
191	0.1141397654
192	0.1141279369
193	0.1141217917
194	0.1140814795
195	0.1140458913
196	0.1139949601
197	0.1139676944
198	0.1139319958
199	0.1139150963
200	0.1138651478
201	0.1138580345
202	0.1138493368
203	0.1138373586
204	0.1138301108
205	0.1138192643
206	0.1138147407
207	0.1138034249
208	0.1137818527
209	0.1136962304
210	0.1136901524
211	0.1136693263
212	0.1136623265
213	0.1136319764
214	0.1136183271
215	0.1136019257
216	0.1135933247
217	0.1135683293
218	0.1135621037
219	0.1135300477
220	0.1135099325
221	0.1135052513
222	0.113455705
223	0.1134414315
224	0.1134102201
225	0.1134014872
226	0.1133757166
227	0.1133386113
228	0.1133341993
229	0.1133135007
230	0.1132815343
231	0.1132775781
232	0.1132608616
233	0.113229229
234	0.1132115999
235	0.1132008592
236	0.1131962771
237	0.1131681656
238	0.1131647581
239	0.1131567576
240	0.1131265864
241	0.1131025167
242	0.1130907203
243	0.113079157
244	0.1130456527
245	0.1130427392
246	0.1130175878
247	0.113004805
248	0.1129979982
249	0.1129162628
250	0.1128855843
251	0.1128408956
252	0.1128261316
253	0.112817743
254	0.1128078726
255	0.1127745302
256	0.1127656759
257	0.1127316652
258	0.1127268826
259	0.1127246529
260	0.1127086066
261	0.1126960835
262	0.1126821393
263	0.1126320178
264	0.1125882094
265	0.1125763375
266	0.1125624031
267	0.1125316654
268	0.1125147388
269	0.1124749202
270	0.1124480274
271	0.1124310779
272	0.1123846079
273	0.1123759656
274	0.1123396204
275	0.1123194083
276	0.112280129
277	0.1122511451
278	0.1122047106
279	0.1121849098
280	0.112150101
281	0.1121423901
282	0.1121390038
283	0.1121345615
284	0.1121294072
285	0.1121186566
286	0.1120215304
287	0.1119983022
288	0.1119895974
289	0.1119610028
290	0.1119490301
291	0.111908903
292	0.1118441446
293	0.1118362881
294	0.1118145605
295	0.1117762628
296	0.1117047471
297	0.1116810575
298	0.111597846
299	0.1115734687
300	0.1115627668
301	0.1115368992
302	0.1114816184
303	0.1114543416
304	0.1114451459
305	0.1114194513
306	0.111411546
307	0.1113987428
308	0.1113752237
309	0.1113653793
310	0.1113213562
311	0.1112906073
312	0.1112821604
313	0.1112213998
314	0.1112092239
315	0.1111684437
316	0.111122558
317	0.1111012861
318	0.1110714441
319	0.1110641431
320	0.1110203822
321	0.1110001267
322	0.1109979978
323	0.1109882798
324	0.1109688443
325	0.1109290545
326	0.1108995741
327	0.1108586389
328	0.1108419202
329	0.1108031428
330	0.1107786189
331	0.1107708236
332	0.1106786838
333	0.1106332874
334	0.1106258252
335	0.110579284
336	0.1105485755
337	0.1105075512
338	0.1104981028
339	0.1104845601
340	0.1104650713
341	0.1103940979
342	0.1103605663
343	0.1103450059
344	0.1103362169
345	0.1102818821
346	0.1102730509
347	0.1102470368
348	0.1102170579
349	0.1102048815
350	0.1101769753
351	0.1101632007
352	0.1101228805
353	0.1101089783
354	0.1101022107
355	0.1100791261
356	0.1100561353
357	0.1100528436
358	0.1100449317
359	0.1100211815
360	0.1100201419
361	0.1100100697
362	0.109959684
363	0.1099356143
364	0.1099254541
365	0.1099037536
366	0.1098786972
367	0.1098633854
368	0.1098253009
369	0.1097985059
370	0.1097838487
371	0.1097807477
372	0.1097403715
373	0.1096813806
374	0.1096537521
375	0.1096204838
376	0.1095542303
377	0.1095431413
378	0.1095129306
379	0.1094948867
380	0.109465133
381	0.1094489544
382	0.1094345566
383	0.1094249089
384	0.1094059752
385	0.109393958
386	0.1093635541
387	0.1093286823
388	0.1093097494
389	0.1093055049
390	0.1092852203
391	0.1092599587
392	0.1092165146
393	0.1092005885
394	0.1091857457
395	0.1091561852
396	0.1091520804
397	0.1091335925
398	0.109132834
399	0.1091293707
400	0.1091180849
401	0.1090429948
402	0.1090375449
403	0.1090239333
404	0.1090179436
405	0.1089929562
406	0.1089695642
407	0.1089542696
408	0.1089399248
409	0.1089340662
410	0.1089201155
411	0.108916538
412	0.1088794776
413	0.1088516316
414	0.1088397791
415	0.1087964696
416	0.1087663152
417	0.1087637269
418	0.1087341198
419	0.1087253185
420	0.1087199707
421	0.108709044
422	0.1086983095
423	0.1086478898
424	0.1086181576
425	0.1085773464
426	0.1085711385
427	0.1085057668
428	0.1084978043
429	0.1084800221
430	0.1084611594
431	0.10843985
432	0.1084175995
433	0.1084108107
434	0.1084006014
435	0.1083982675
436	0.1083899851
437	0.108378446
438	0.1083637913
439	0.1083370064
440	0.1083247703
441	0.1082648812
442	0.1082569467
443	0.1082543845
444	0.1082299932
445	0.1082184465
446	0.1081669852
447	0.1081624722
448	0.1081470731
449	0.1081384203
450	0.1081373664
451	0.1080845425
452	0.1080727064
453	0.108040146
454	0.108014955
455	0.1079963602
456	0.1079709916
457	0.1079430161
458	0.1079382913
459	0.1079193838
460	0.1078970731
461	0.1078769718
462	0.107860525
463	0.1078480791
464	0.1078342475
465	0.1078242456
466	0.1077808041
467	0.1077512428
468	0.1077238592
469	0.1077057399
470	0.1076808177
471	0.1076529602
472	0.1076423847
473	0.1076122713
474	0.1075941893
475	0.1075831673
476	0.1075685059
477	0.1075217382
478	0.1074883385
479	0.1074860234
480	0.1074661517
481	0.1074507362
482	0.1074475292
483	0.1074102262
484	0.1074047134
485	0.1073625163
486	0.1073595914
487	0.1073258261
488	0.1072999387
489	0.1072953739
490	0.1072812328
491	0.107258197
492	0.1072069208
493	0.1071788401
494	0.1071739836
495	0.1071510321
496	0.1071235097
497	0.1070998091
498	0.1070729225
499	0.1070477695
